MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
17,100000.0,M,F,300000.0,1.0,TYPE-B,42,2,ANNUAL,INFORCE,2009-10-20,2025-04-20
17,100000.0,M,M,549996.0,1.0,TYPE-B,43,2,SEMI-ANNUAL,CANCELLED,2009-10-20,2012-06-15
12,100000.0,M,M,300000.0,1.0,TYPE-B,41,3,SEMI-ANNUAL,INFORCE,2009-10-20,2025-04-20
12,100000.0,M,F,450000.0,5.0,TYPE-B,45,1,ANNUAL,CANCELLED,2009-10-20,2010-12-18
19,100000.0,M,M,450000.0,1.0,TYPE-B,36,1,ANNUAL,INFORCE,2009-10-22,2025-04-20
17,100000.0,M,M,699996.0,5.0,TYPE-B,28,1,ANNUAL,INFORCE,2009-10-28,2025-04-20
12,100000.0,M,M,300000.0,1.0,TYPE-B,44,1,SEMI-ANNUAL,CANCELLED,2009-10-20,2010-06-18
22,100000.0,M,F,350004.0,1.0,TYPE-B,51,1,SEMI-ANNUAL,INFORCE,2009-10-30,2025-04-20
50,225000.0,S,M,300000.0,1.0,TYPE-B,34,0,ANNUAL,INFORCE,2009-10-20,2025-04-20
15,150000.0,M,M,200004.0,1.0,TYPE-B,69,2,ANNUAL,INFORCE,2009-10-20,2025-04-20
27,150000.0,M,F,549996.0,4.0,TYPE-B,58,3,ANNUAL,INFORCE,2009-10-21,2025-04-20
28,100000.0,M,M,399996.0,1.0,TYPE-B,56,2,ANNUAL,CANCELLED,2009-10-20,2010-12-18
40,100000.0,M,M,399996.0,1.0,TYPE-B,44,2,ANNUAL,INFORCE,2009-10-20,2025-04-20
39,100000.0,M,M,500004.0,1.0,TYPE-B,45,2,ANNUAL,INFORCE,2009-10-20,2025-04-20
26,150000.0,M,F,500004.0,1.0,TYPE-B,58,3,ANNUAL,INFORCE,2009-10-20,2025-04-20
22,100000.0,S,F,500004.0,1.0,TYPE-B,23,0,ANNUAL,INFORCE,2009-10-20,2025-04-20
17,100000.0,M,M,600000.0,1.0,TYPE-B,36,2,ANNUAL,INFORCE,2009-10-21,2025-04-20
51,120000.0,M,M,549996.0,1.0,TYPE-B,64,3,QUARTERLY,INFORCE,2009-10-22,2025-04-20
22,200000.0,M,M,900000.0,5.0,TYPE-B,35,1,ANNUAL,CANCELLED,2009-11-06,2011-01-05
17,100000.0,M,M,600000.0,1.0,TYPE-B,39,1,ANNUAL,CANCELLED,2009-10-28,2010-12-27
22,100000.0,W,F,549996.0,6.0,TYPE-B,62,0,QUARTERLY,INFORCE,2009-10-22,2025-04-20
27,100000.0,M,F,349992.0,1.0,TYPE-B,57,3,SEMI-ANNUAL,INFORCE,2009-10-22,2025-04-20
28,100000.0,M,M,500004.0,1.0,TYPE-B,56,3,QUARTERLY,INFORCE,2009-10-28,2025-04-20
22,100000.0,S,M,350004.0,1.0,TYPE-B,25,0,SEMI-ANNUAL,INFORCE,2009-10-26,2025-04-20
17,100000.0,M,F,500004.0,1.0,TYPE-B,41,2,ANNUAL,INFORCE,2009-10-22,2025-04-20
17,100000.0,M,M,500004.0,1.0,TYPE-B,44,1,ANNUAL,INFORCE,2009-10-26,2025-04-20
17,150000.0,M,M,900000.0,1.0,TYPE-B,67,3,SEMI-ANNUAL,INFORCE,2009-10-22,2025-04-20
13,100000.0,M,M,300000.0,1.0,TYPE-B,71,3,QUARTERLY,INFORCE,2009-10-29,2025-04-20
44,120000.0,M,M,240000.0,1.0,TYPE-B,40,2,MONTHLY,INFORCE,2009-10-22,2025-04-20
12,100000.0,M,M,500004.0,1.0,TYPE-B,37,1,ANNUAL,CANCELLED,2009-10-27,2010-12-26
13,1000000.0,M,F,999996.0,1.0,TYPE-B,71,3,SEMI-ANNUAL,INFORCE,2009-10-26,2025-04-20
17,100000.0,S,M,399996.0,1.0,TYPE-B,26,0,QUARTERLY,INFORCE,2009-10-23,2025-04-20
26,100000.0,M,M,300000.0,1.0,TYPE-B,58,1,SEMI-ANNUAL,INFORCE,2009-10-23,2025-04-20
29,200001.0,M,M,500004.0,1.0,TYPE-B,55,1,ANNUAL,INFORCE,2009-10-27,2025-04-20
14,400000.0,M,F,500004.0,1.0,TYPE-B,70,1,ANNUAL,CANCELLED,2009-10-26,2010-12-25
39,100000.0,M,F,249996.0,1.0,TYPE-B,40,1,SEMI-ANNUAL,INFORCE,2009-10-26,2025-04-20
12,300000.0,M,M,999996.0,1.0,TYPE-B,45,1,ANNUAL,INFORCE,2009-10-30,2025-04-20
12,100000.0,M,M,474996.0,1.0,TYPE-B,35,2,ANNUAL,INFORCE,2009-10-26,2025-04-20
22,375000.0,M,M,999996.0,1.0,TYPE-B,63,3,ANNUAL,INFORCE,2009-10-28,2025-04-20
35,180000.0,M,F,249996.0,1.0,TYPE-B,49,2,MONTHLY,INFORCE,2009-10-28,2025-04-20
12,100000.0,M,F,750000.0,1.0,TYPE-B,45,2,ANNUAL,INFORCE,2009-10-26,2025-04-20
17,100000.0,M,M,230004.0,1.0,TYPE-B,45,2,ANNUAL,INFORCE,2009-10-27,2025-04-20
42,209359.99,M,M,3800004.0,1.0,TYPE-B,37,3,ANNUAL,INFORCE,2009-11-16,2025-04-20
12,100000.0,M,M,549996.0,6.0,TYPE-B,52,0,ANNUAL,INFORCE,2009-10-27,2025-04-20
12,100000.0,M,M,800004.0,1.0,TYPE-B,73,3,ANNUAL,CANCELLED,2009-10-27,2010-12-26
19,100000.0,M,M,450000.0,1.0,TYPE-B,42,3,SEMI-ANNUAL,CANCELLED,2009-10-30,2010-12-27
12,100000.0,M,M,399996.0,1.0,TYPE-B,36,2,ANNUAL,INFORCE,2009-10-27,2025-04-20
17,100100.0,M,M,249996.0,5.0,TYPE-B,42,2,ANNUAL,INFORCE,2009-11-19,2025-04-20
17,100000.0,M,M,249996.0,1.0,TYPE-B,67,2,QUARTERLY,INFORCE,2009-10-28,2025-04-20
23,100000.0,M,M,800004.0,1.0,TYPE-B,62,1,ANNUAL,INFORCE,2009-10-28,2025-04-20
12,600004.8,M,M,549996.0,1.0,TYPE-B,66,2,MONTHLY,INFORCE,2009-10-28,2025-04-20
22,100000.0,M,M,450000.0,1.0,TYPE-B,27,1,ANNUAL,INFORCE,2009-10-29,2025-04-20
12,100000.0,S,F,500004.0,1.0,TYPE-B,41,0,QUARTERLY,CANCELLED,2009-10-30,2010-03-29
22,200008.99,M,M,549996.0,1.0,TYPE-B,54,0,ANNUAL,INFORCE,2009-10-30,2025-04-20
12,100000.0,M,M,600000.0,1.0,TYPE-B,62,2,ANNUAL,INFORCE,2009-10-30,2025-04-20
12,120000.0,M,M,399996.0,1.0,TYPE-B,47,2,SEMI-ANNUAL,INFORCE,2009-10-30,2025-04-20
21,120000.0,M,M,549996.0,6.0,TYPE-B,64,1,MONTHLY,INFORCE,2009-10-30,2025-04-20
12,335000.0,M,M,1609992.0,1.0,TYPE-B,34,1,QUARTERLY,INFORCE,2009-10-30,2025-04-20
12,165000.0,M,M,549996.0,1.0,TYPE-B,34,1,QUARTERLY,CANCELLED,2009-10-30,2010-03-29
13,180000.0,M,M,549996.0,6.0,TYPE-B,71,2,MONTHLY,INFORCE,2009-10-30,2025-04-20
22,100005.0,M,M,999996.0,1.0,TYPE-B,40,3,ANNUAL,INFORCE,2009-11-06,2025-04-20
12,100000.0,M,M,549996.0,1.0,TYPE-B,55,1,ANNUAL,INFORCE,2009-10-30,2025-04-20
60,100000.0,M,M,549996.0,1.0,TYPE-B,53,0,SEMI-ANNUAL,INFORCE,2009-12-29,2025-04-20
50,100000.0,M,M,1200000.0,1.0,TYPE-B,34,3,ANNUAL,CANCELLED,2009-10-30,2010-12-27
22,200000.0,M,M,999996.0,1.0,TYPE-B,46,2,ANNUAL,INFORCE,2009-11-11,2025-04-20
41,100000.0,M,F,549996.0,4.0,TYPE-B,43,2,QUARTERLY,CANCELLED,2009-10-30,2011-12-27
58,100000.0,M,M,549996.0,1.0,TYPE-B,49,0,ANNUAL,INFORCE,2009-10-30,2025-04-20
37,120000.0,M,M,399996.0,1.0,TYPE-B,47,3,MONTHLY,INFORCE,2009-10-30,2025-04-20
12,100000.0,M,M,999996.0,1.0,TYPE-B,45,2,ANNUAL,INFORCE,2009-10-30,2025-04-20
9,100000.0,S,M,500004.0,1.0,TYPE-B,28,0,ANNUAL,INFORCE,2009-10-30,2025-04-20
12,300000.0,M,M,1500000.0,1.0,TYPE-B,29,2,ANNUAL,INFORCE,2009-10-30,2025-04-20
14,150000.0,M,M,399996.0,1.0,TYPE-B,70,1,MONTHLY,INFORCE,2009-10-30,2025-04-20
22,100000.0,M,M,549996.0,6.0,TYPE-B,62,0,ANNUAL,CANCELLED,2009-11-30,2012-01-27
22,100000.0,M,M,540000.0,1.0,TYPE-B,30,3,SEMI-ANNUAL,INFORCE,2009-10-30,2025-04-20
12,150000.0,M,M,999996.0,1.0,TYPE-B,44,3,ANNUAL,INFORCE,2009-10-30,2025-04-20
16,100000.0,M,F,600000.0,1.0,TYPE-B,68,3,SEMI-ANNUAL,INFORCE,2009-10-30,2025-04-20
20,100602.0,M,F,350004.0,1.0,TYPE-B,64,1,SEMI-ANNUAL,CANCELLED,2009-10-30,2010-06-27
47,240000.0,M,M,500004.0,1.0,TYPE-B,37,3,SEMI-ANNUAL,INFORCE,2009-11-05,2025-04-20
12,100000.0,S,M,380004.0,1.0,TYPE-B,49,0,ANNUAL,CANCELLED,2009-10-30,2010-12-27
32,500000.0,M,M,849996.0,1.0,TYPE-B,52,2,ANNUAL,CANCELLED,2009-11-05,2011-01-04
22,150000.0,M,M,500004.0,1.0,TYPE-B,28,1,SEMI-ANNUAL,INFORCE,2009-12-10,2025-04-20
17,100514.68,M,M,1250004.0,1.0,TYPE-A,37,3,ANNUAL,INFORCE,2009-10-30,2025-04-20
23,100000.0,M,F,300000.0,1.0,TYPE-B,61,1,QUARTERLY,INFORCE,2009-11-04,2025-04-20
12,100000.0,M,M,399996.0,5.0,TYPE-B,30,3,ANNUAL,INFORCE,2009-11-05,2025-04-20
35,100000.0,M,M,399996.0,1.0,TYPE-B,49,3,QUARTERLY,CANCELLED,2009-11-05,2010-04-06
17,100000.0,M,M,390000.0,5.0,TYPE-B,46,2,ANNUAL,INFORCE,2009-11-11,2025-04-20
12,100000.0,M,F,549996.0,4.0,TYPE-B,51,2,ANNUAL,INFORCE,2009-11-06,2025-04-20
17,100000.0,S,M,500004.0,1.0,TYPE-B,39,0,ANNUAL,CANCELLED,2009-11-09,2011-01-06
17,100000.0,M,M,500004.0,5.0,TYPE-B,33,2,ANNUAL,CANCELLED,2009-11-09,2011-01-08
13,100000.0,M,M,500004.0,1.0,TYPE-B,71,3,ANNUAL,INFORCE,2009-11-09,2025-04-20
42,100000.0,W,F,200004.0,1.0,TYPE-B,42,0,ANNUAL,INFORCE,2009-11-10,2025-04-20
22,100000.0,M,F,350004.0,1.0,TYPE-B,45,2,ANNUAL,INFORCE,2009-11-19,2025-04-20
38,100000.0,S,F,350004.0,1.0,TYPE-B,46,0,SEMI-ANNUAL,INFORCE,2009-11-10,2025-04-20
19,300000.0,S,F,150000.0,1.0,TYPE-B,65,0,ANNUAL,INFORCE,2009-11-24,2025-04-20
22,200000.0,M,M,999996.0,1.0,TYPE-B,62,1,QUARTERLY,CANCELLED,2009-11-12,2010-04-13
23,100000.0,M,M,500004.0,1.0,TYPE-B,62,1,QUARTERLY,INFORCE,2009-11-11,2025-04-20
12,100000.8,S,M,279996.0,1.0,TYPE-B,30,0,MONTHLY,INFORCE,2009-11-11,2025-04-20
27,100000.0,M,M,549996.0,6.0,TYPE-B,65,1,ANNUAL,INFORCE,2009-12-15,2025-04-20
22,100000.0,M,M,800004.0,5.0,TYPE-B,40,1,ANNUAL,INFORCE,2009-11-16,2025-04-20
22,100000.0,M,M,300000.0,1.0,TYPE-B,36,2,SEMI-ANNUAL,CANCELLED,2009-11-12,2011-01-11
22,120000.0,M,M,549996.0,6.0,TYPE-B,62,2,MONTHLY,INFORCE,2009-11-13,2025-04-20
22,100000.0,M,M,999996.0,1.0,TYPE-B,36,3,SEMI-ANNUAL,CANCELLED,2009-11-17,2010-07-16
12,100000.0,M,M,549996.0,1.0,TYPE-B,56,1,ANNUAL,INFORCE,2009-11-18,2025-04-20
12,100000.0,M,M,699996.0,1.0,TYPE-B,45,3,ANNUAL,INFORCE,2009-11-13,2025-04-20
27,300000.0,M,M,920004.0,1.0,TYPE-B,57,1,ANNUAL,CANCELLED,2009-11-18,2012-01-17
31,120000.0,M,M,499992.0,1.0,TYPE-B,53,1,QUARTERLY,INFORCE,2009-11-18,2025-04-20
9,100000.0,S,M,350004.0,1.0,TYPE-B,21,0,SEMI-ANNUAL,CANCELLED,2009-11-16,2010-07-13
22,120000.96,M,F,999996.0,1.0,TYPE-B,25,2,MONTHLY,CANCELLED,2009-11-16,2010-04-17
21,100000.0,M,F,300000.0,1.0,TYPE-B,63,3,QUARTERLY,INFORCE,2009-11-16,2025-04-20
22,206000.0,M,M,1200000.0,5.0,TYPE-B,41,3,ANNUAL,INFORCE,2009-11-26,2025-04-20
46,100000.0,S,F,549996.0,4.0,TYPE-B,38,0,ANNUAL,INFORCE,2009-11-17,2025-04-20
22,100000.0,M,M,549996.0,6.0,TYPE-B,62,1,ANNUAL,INFORCE,2009-11-17,2025-04-20
12,100000.0,M,F,350004.0,1.0,TYPE-B,43,2,ANNUAL,INFORCE,2009-11-19,2025-04-20
12,100000.0,M,F,1200000.0,1.0,TYPE-B,40,3,ANNUAL,INFORCE,2009-11-17,2025-04-20
12,100000.0,M,M,549996.0,1.0,TYPE-B,67,2,ANNUAL,INFORCE,2009-11-19,2025-04-20
12,150000.0,M,M,450000.0,1.0,TYPE-B,36,2,ANNUAL,INFORCE,2009-11-17,2025-04-20
12,100000.0,M,M,2000004.0,1.0,TYPE-B,27,3,SEMI-ANNUAL,INFORCE,2009-11-17,2025-04-20
12,100000.0,M,M,549996.0,1.0,TYPE-B,53,0,ANNUAL,INFORCE,2009-11-19,2025-04-20
22,100003.99,M,M,309996.0,1.0,TYPE-B,52,1,ANNUAL,INFORCE,2009-11-23,2025-04-20
14,100000.0,M,F,549996.0,4.0,TYPE-B,70,1,ANNUAL,INFORCE,2009-11-17,2025-04-20
14,100000.0,M,F,549996.0,4.0,TYPE-B,70,2,ANNUAL,INFORCE,2009-11-18,2025-04-20
22,120000.96,M,F,249996.0,1.0,TYPE-B,37,3,MONTHLY,INFORCE,2009-11-23,2025-04-20
17,100000.0,M,M,549996.0,1.0,TYPE-B,57,1,ANNUAL,CANCELLED,2009-11-19,2012-01-18
12,125000.0,M,M,300000.0,5.0,TYPE-B,35,2,ANNUAL,INFORCE,2009-11-18,2025-04-20
22,100005.0,M,M,350004.0,1.0,TYPE-B,37,1,ANNUAL,CANCELLED,2009-11-18,2011-01-17
12,150000.0,M,M,800004.0,1.0,TYPE-B,54,2,ANNUAL,INFORCE,2009-11-26,2025-04-20
47,100000.0,M,M,399996.0,1.0,TYPE-B,37,2,QUARTERLY,INFORCE,2009-11-18,2025-04-20
32,100000.0,M,F,600000.0,1.0,TYPE-B,52,3,SEMI-ANNUAL,INFORCE,2009-11-19,2025-04-20
43,135000.0,M,M,900000.0,1.0,TYPE-B,41,2,MONTHLY,INFORCE,2009-11-19,2025-04-20
12,104000.0,M,M,500004.0,1.0,TYPE-B,36,3,QUARTERLY,INFORCE,2009-11-27,2025-04-20
16,120000.0,M,F,549996.0,4.0,TYPE-B,68,2,MONTHLY,INFORCE,2009-11-19,2025-04-20
28,115000.0,M,M,1200000.0,1.0,TYPE-B,56,2,ANNUAL,INFORCE,2009-11-19,2025-04-20
62,100000.0,S,M,279996.0,1.0,TYPE-B,20,0,SEMI-ANNUAL,INFORCE,2009-11-19,2025-04-20
20,200000.0,M,F,549996.0,6.0,TYPE-B,64,2,QUARTERLY,CANCELLED,2009-11-25,2010-04-25
12,100000.0,M,M,600000.0,1.0,TYPE-B,44,1,ANNUAL,INFORCE,2009-11-20,2025-04-20
12,100000.0,M,F,549996.0,4.0,TYPE-B,52,2,ANNUAL,INFORCE,2009-11-30,2025-04-20
18,100000.0,M,M,200004.0,1.0,TYPE-B,66,1,SEMI-ANNUAL,INFORCE,2009-11-20,2025-04-20
25,100000.0,M,F,200004.0,1.0,TYPE-B,59,2,SEMI-ANNUAL,INFORCE,2009-11-26,2025-04-20
55,100000.0,M,M,750000.0,1.0,TYPE-B,27,3,QUARTERLY,CANCELLED,2009-11-20,2010-04-21
43,120000.0,M,M,500004.0,1.0,TYPE-B,41,2,ANNUAL,INFORCE,2009-11-20,2025-04-20
55,100000.0,M,M,750000.0,1.0,TYPE-B,27,2,QUARTERLY,CANCELLED,2009-11-20,2010-04-21
17,120000.0,M,M,549996.0,1.0,TYPE-B,56,0,ANNUAL,INFORCE,2009-11-24,2025-04-20
35,100000.0,M,M,399996.0,1.0,TYPE-B,49,2,ANNUAL,INFORCE,2009-11-23,2025-04-20
17,125000.0,M,F,650004.0,1.0,TYPE-B,46,2,ANNUAL,INFORCE,2009-11-30,2025-04-20
12,100000.0,S,F,999996.0,1.0,TYPE-B,48,0,ANNUAL,INFORCE,2009-11-23,2025-04-20
25,100000.0,S,M,460008.0,1.0,TYPE-B,59,0,ANNUAL,INFORCE,2009-11-24,2025-04-20
9,100000.0,M,M,500004.0,1.0,TYPE-B,48,2,ANNUAL,INFORCE,2009-11-25,2025-04-20
28,125000.0,M,M,549996.0,1.0,TYPE-B,63,2,ANNUAL,INFORCE,2009-11-25,2025-04-20
17,100000.0,M,M,549996.0,1.0,TYPE-B,46,3,ANNUAL,INFORCE,2009-11-26,2025-04-20
26,100000.0,M,F,399996.0,1.0,TYPE-B,53,1,ANNUAL,INFORCE,2009-11-30,2025-04-20
22,100000.0,M,M,600000.0,1.0,TYPE-B,57,3,SEMI-ANNUAL,INFORCE,2009-11-30,2025-04-20
22,100000.0,M,M,1782576.0,1.0,TYPE-B,40,1,ANNUAL,INFORCE,2009-11-30,2025-04-20
12,100000.0,M,M,500004.0,1.0,TYPE-B,30,1,ANNUAL,INFORCE,2009-11-24,2025-04-20
12,325000.0,M,M,549996.0,1.0,TYPE-B,52,0,ANNUAL,CANCELLED,2009-11-27,2011-01-26
12,325000.0,M,M,549996.0,1.0,TYPE-B,52,0,ANNUAL,CANCELLED,2009-11-27,2011-01-26
22,100000.0,M,M,2000004.0,1.0,TYPE-B,36,3,ANNUAL,INFORCE,2009-12-04,2025-04-20
34,100000.0,M,M,450000.0,5.0,TYPE-B,45,3,ANNUAL,INFORCE,2009-11-25,2025-04-20
12,200000.0,S,F,1380000.0,1.0,TYPE-B,23,0,ANNUAL,INFORCE,2009-11-25,2025-04-20
22,100000.0,M,M,399996.0,5.0,TYPE-B,40,3,ANNUAL,CANCELLED,2009-11-30,2012-01-27
12,100000.0,M,M,399996.0,1.0,TYPE-B,29,1,SEMI-ANNUAL,INFORCE,2009-11-26,2025-04-20
17,100000.0,D,F,249996.0,1.0,TYPE-B,37,0,ANNUAL,INFORCE,2009-11-26,2025-04-20
17,100000.0,M,M,399996.0,1.0,TYPE-B,37,1,SEMI-ANNUAL,CANCELLED,2009-11-26,2010-07-25
28,100000.0,M,M,300000.0,1.0,TYPE-B,56,3,QUARTERLY,CANCELLED,2009-11-26,2010-07-25
43,100000.0,M,M,999996.0,1.0,TYPE-B,42,2,ANNUAL,INFORCE,2009-11-26,2025-04-20
22,102000.72,M,M,399996.0,1.0,TYPE-B,30,3,MONTHLY,INFORCE,2009-11-27,2025-04-20
20,500000.0,M,M,6000000.0,1.0,TYPE-B,64,2,ANNUAL,INFORCE,2009-11-26,2025-04-20
41,100000.0,M,M,125004.0,1.0,TYPE-B,43,3,QUARTERLY,CANCELLED,2009-11-27,2010-07-25
12,199999.0,M,M,800004.0,1.0,TYPE-B,55,2,ANNUAL,INFORCE,2009-12-08,2025-04-20
12,144001.08,S,M,380004.0,1.0,TYPE-B,26,0,MONTHLY,INFORCE,2009-11-27,2025-04-20
17,100000.8,M,M,500004.0,1.0,TYPE-B,34,2,MONTHLY,CANCELLED,2009-11-30,2010-03-28
17,150000.0,M,M,450000.0,1.0,TYPE-B,49,3,ANNUAL,CANCELLED,2009-11-30,2011-01-27
21,200000.0,M,M,249996.0,1.0,TYPE-B,63,2,SEMI-ANNUAL,INFORCE,2009-11-30,2025-04-20
22,100000.0,M,M,300000.0,1.0,TYPE-B,43,3,ANNUAL,INFORCE,2009-12-09,2025-04-20
15,120000.0,M,M,549996.0,6.0,TYPE-B,69,3,MONTHLY,INFORCE,2009-11-27,2025-04-20
12,150000.0,M,M,349992.0,5.0,TYPE-B,30,3,ANNUAL,INFORCE,2009-11-27,2025-04-20
12,100000.0,M,M,800004.0,1.0,TYPE-B,47,2,ANNUAL,INFORCE,2009-11-27,2025-04-20
28,100000.0,M,M,350004.0,5.0,TYPE-B,56,3,QUARTERLY,INFORCE,2009-11-27,2025-04-20
9,120000.96,S,M,999996.0,1.0,TYPE-B,23,0,MONTHLY,INFORCE,2009-11-30,2025-04-20
12,100000.0,M,M,150000.0,1.0,TYPE-B,43,3,ANNUAL,INFORCE,2009-11-27,2025-04-20
22,120000.0,M,M,12000000.0,1.0,TYPE-B,28,2,ANNUAL,INFORCE,2009-11-30,2025-04-20
20,100000.0,M,F,549996.0,1.0,TYPE-B,64,1,ANNUAL,INFORCE,2009-11-30,2025-04-20
33,100000.0,M,F,300000.0,1.0,TYPE-B,51,2,ANNUAL,INFORCE,2009-11-30,2025-04-20
17,200000.0,M,M,350004.0,1.0,TYPE-B,40,1,ANNUAL,CANCELLED,2009-11-30,2011-01-27
22,100000.0,M,M,279996.0,1.0,TYPE-B,37,3,ANNUAL,INFORCE,2009-11-30,2025-04-20
22,100000.0,M,M,450000.0,1.0,TYPE-B,51,2,ANNUAL,INFORCE,2009-12-04,2025-04-20
19,100000.0,M,M,549996.0,1.0,TYPE-B,49,3,ANNUAL,CANCELLED,2009-12-18,2011-02-16
12,100000.0,M,F,600000.0,5.0,TYPE-B,52,3,ANNUAL,INFORCE,2009-11-30,2025-04-20
12,100000.0,M,F,450000.0,1.0,TYPE-B,62,2,ANNUAL,INFORCE,2009-11-30,2025-04-20
17,250000.0,M,M,549996.0,1.0,TYPE-B,51,2,ANNUAL,CANCELLED,2009-11-30,2011-01-27
17,250000.0,M,M,3000000.0,1.0,TYPE-B,51,3,ANNUAL,CANCELLED,2009-11-30,2011-01-27
17,100000.0,M,M,549996.0,1.0,TYPE-B,28,3,ANNUAL,INFORCE,2009-12-15,2025-04-20
17,111000.84,S,M,249996.0,1.0,TYPE-B,36,0,MONTHLY,INFORCE,2009-11-30,2025-04-20
17,100008.72,S,M,500004.0,5.0,TYPE-B,22,0,MONTHLY,CANCELLED,2009-11-30,2010-03-29
17,100000.0,M,M,600000.0,1.0,TYPE-B,27,1,ANNUAL,INFORCE,2009-12-04,2025-04-20
12,100000.0,M,M,999996.0,1.0,TYPE-B,43,3,SEMI-ANNUAL,CANCELLED,2009-11-30,2011-01-27
12,100000.0,M,M,500004.0,1.0,TYPE-B,30,3,ANNUAL,INFORCE,2009-11-30,2025-04-20
25,100005.0,M,M,216000.0,1.0,TYPE-B,49,1,ANNUAL,INFORCE,2009-12-07,2025-04-20
21,300000.0,M,M,549996.0,6.0,TYPE-B,63,2,ANNUAL,INFORCE,2009-12-03,2025-04-20
22,100000.0,M,M,549996.0,1.0,TYPE-B,58,3,ANNUAL,INFORCE,2009-12-24,2025-04-20
49,100000.0,M,F,500004.0,1.0,TYPE-B,35,2,QUARTERLY,INFORCE,2009-12-02,2025-04-20
36,120000.0,M,M,549996.0,1.0,TYPE-B,48,1,MONTHLY,INFORCE,2009-12-01,2025-04-20
12,100000.0,M,M,9999972.0,1.0,TYPE-B,30,2,ANNUAL,INFORCE,2009-12-02,2025-04-20
17,180000.0,M,M,420000.0,1.0,TYPE-B,44,3,ANNUAL,CANCELLED,2009-12-10,2011-02-08
12,100000.0,M,M,350004.0,5.0,TYPE-B,42,3,SEMI-ANNUAL,INFORCE,2009-12-02,2025-04-20
12,200000.0,S,F,1380000.0,1.0,TYPE-B,23,0,ANNUAL,INFORCE,2009-12-02,2025-04-20
30,100000.0,M,M,2000004.0,1.0,TYPE-B,54,2,ANNUAL,INFORCE,2009-12-03,2025-04-20
36,104000.0,M,F,249996.0,1.0,TYPE-B,48,1,QUARTERLY,INFORCE,2009-12-03,2025-04-20
47,100000.0,M,M,1500000.0,1.0,TYPE-B,37,3,ANNUAL,INFORCE,2009-12-08,2025-04-20
35,150000.0,S,M,999996.0,1.0,TYPE-B,49,0,SEMI-ANNUAL,INFORCE,2009-12-07,2025-04-20
12,375002.76,M,M,1800000.0,1.0,TYPE-B,55,1,MONTHLY,INFORCE,2009-12-09,2025-04-20
27,150000.0,W,F,350004.0,1.0,TYPE-B,57,0,ANNUAL,INFORCE,2009-12-10,2025-04-20
36,100000.0,M,M,549996.0,1.0,TYPE-B,73,0,ANNUAL,INFORCE,2009-12-14,2025-04-20
22,100005.0,M,M,1200000.0,1.0,TYPE-B,52,1,ANNUAL,CANCELLED,2009-12-10,2011-02-08
22,100000.0,M,M,3000000.0,1.0,TYPE-B,49,3,ANNUAL,INFORCE,2009-12-16,2025-04-20
14,200000.0,M,F,999996.0,1.0,TYPE-B,70,1,QUARTERLY,INFORCE,2009-12-09,2025-04-20
12,150000.0,M,M,399996.0,5.0,TYPE-B,51,2,ANNUAL,INFORCE,2009-12-14,2025-04-20
12,100000.0,M,M,249996.0,5.0,TYPE-B,45,2,ANNUAL,CANCELLED,2009-12-11,2011-02-09
27,100000.0,M,M,999996.0,5.0,TYPE-B,27,2,ANNUAL,CANCELLED,2009-12-16,2011-02-14
29,100000.0,M,M,249996.0,1.0,TYPE-B,50,3,ANNUAL,INFORCE,2009-12-14,2025-04-20
22,100000.0,M,F,349992.0,1.0,TYPE-B,62,1,SEMI-ANNUAL,CANCELLED,2009-12-09,2011-02-07
27,250001.0,M,M,1200000.0,1.0,TYPE-B,57,1,ANNUAL,CANCELLED,2009-12-18,2012-02-16
23,100000.0,M,F,399996.0,1.0,TYPE-B,62,1,SEMI-ANNUAL,CANCELLED,2009-12-10,2010-08-09
23,100000.0,M,M,600000.0,1.0,TYPE-B,61,3,SEMI-ANNUAL,CANCELLED,2009-12-09,2010-08-08
12,1500000.0,M,M,999996.0,5.0,TYPE-B,39,1,ANNUAL,INFORCE,2009-12-22,2025-04-20
50,100000.0,M,M,549996.0,6.0,TYPE-B,62,0,SEMI-ANNUAL,INFORCE,2009-12-29,2025-04-20
77,150000.0,M,M,549996.0,6.0,TYPE-B,63,0,ANNUAL,INFORCE,2009-12-29,2025-04-20
12,100000.0,M,M,249996.0,1.0,TYPE-B,51,3,SEMI-ANNUAL,INFORCE,2009-12-11,2025-04-20
17,100000.0,S,F,600000.0,1.0,TYPE-B,22,0,ANNUAL,INFORCE,2009-12-16,2025-04-20
17,100000.0,M,M,500004.0,5.0,TYPE-B,44,1,SEMI-ANNUAL,INFORCE,2009-12-11,2025-04-20
23,103000.0,M,M,249996.0,5.0,TYPE-B,56,3,ANNUAL,INFORCE,2009-12-24,2025-04-20
12,100001.76,M,M,549996.0,1.0,TYPE-B,55,0,MONTHLY,INFORCE,2009-12-14,2025-04-20
12,115281.36,M,M,314616.0,1.0,TYPE-A,26,3,ANNUAL,INFORCE,2009-12-31,2025-04-20
